Valency,Cell,subclass_1,%_1,subclass_2,%_2,5/15/20,5/20/20,5/28/20,6/2/20,6/23/20,6/30/20,7/14/20,7/23/20,9/2/20,9/11/20,10/23/20,11/25/20,12/11/20,12/16/20,2/3/21,2/12/21,2/19/21
4,CHO-hFcgRIIB,IgG1,90,IgG2,10,188,1095,,110,,,,,354,,,,,,,,
4,CHO-hFcgRIIB,IgG1,66,IgG2,33,143,641,,86,,,,,137,,,,,,,,
4,CHO-hFcgRIIB,IgG1,33,IgG2,66,58,313,,100,,,,,60,,,,,,,,
4,CHO-hFcgRIIB,IgG1,10,IgG2,90,50,2,,44,,,,,165,,,,,,,,
4,CHO-hFcgRIIB,IgG1,0,IgG2,100,233,114,,37,,,,,-89,,,,,,,,
4,CHO-hFcgRIIB,IgG1,100,IgG3,0,221,1309,,206,,,,,447,,,,,,,,
4,CHO-hFcgRIIB,IgG1,90,IgG3,10,226,1827,,143,,,,,564,,,,,,,,
4,CHO-hFcgRIIB,IgG1,66,IgG3,33,208,1825,,150,,,,,421,,,,,,,,
4,CHO-hFcgRIIB,IgG1,33,IgG3,66,161,2661,,39,,,,,359,,,,,,,,
4,CHO-hFcgRIIB,IgG1,10,IgG3,90,169,3863,,159,,,,,511,,,,,,,,
4,CHO-hFcgRIIB,IgG1,0,IgG3,100,1032,1438,,142,,,,,547,,,,,,,,
4,CHO-hFcgRIIB,IgG1,100,IgG4,0,212,1415,,139,,,,,443,,,,,,,,
4,CHO-hFcgRIIB,IgG1,90,IgG4,10,208,1073,,144,,,,,797,,,,,,,,
4,CHO-hFcgRIIB,IgG1,66,IgG4,33,199,921,,98,,,,,1090,,,,,,,,
4,CHO-hFcgRIIB,IgG1,33,IgG4,66,102,693,,173,,,,,862,,,,,,,,
4,CHO-hFcgRIIB,IgG1,10,IgG4,90,137,502,,63,,,,,599,,,,,,,,
4,CHO-hFcgRIIB,IgG1,0,IgG4,100,425,-1341,,53,,,,,531,,,,,,,,
4,CHO-hFcgRIIB,IgG2,100,IgG3,0,,,,,29,178,359,54,,6,,,,,,,
4,CHO-hFcgRIIB,IgG2,90,IgG3,10,,,,,45,9,129,22,,135,,,,,,,
4,CHO-hFcgRIIB,IgG2,66,IgG3,33,,,,,18,70,147,94,,328,,,,,,,
4,CHO-hFcgRIIB,IgG2,33,IgG3,66,,,,,31,46,152,119,,581,,,,,,,
4,CHO-hFcgRIIB,IgG2,10,IgG3,90,,,,,124,72,222,133,,357,,,,,,,
4,CHO-hFcgRIIB,IgG2,0,IgG3,100,,,,,85,,282,186,,616,,,,,,,
4,CHO-hFcgRIIB,IgG2,100,IgG4,0,,,,,15,-3,70,14,,8,,,,,,,
4,CHO-hFcgRIIB,IgG2,90,IgG4,10,,,,,-8,8,63,25,,25,,,,,,,
4,CHO-hFcgRIIB,IgG2,66,IgG4,33,,,,,-18,-9,70,4,,7,,,,,,,
4,CHO-hFcgRIIB,IgG2,33,IgG4,66,,,,,14,-7,82,32,,388,,,,,,,
4,CHO-hFcgRIIB,IgG2,10,IgG4,90,,,,,40,5,106,16,,220,,,,,,,
4,CHO-hFcgRIIB,IgG2,0,IgG4,100,,,,,19,-10,102,52,,213,,,,,,,
4,CHO-hFcgRIIB,IgG3,100,IgG4,0,,,,,71,41,198,41,,579,,,,,,,
4,CHO-hFcgRIIB,IgG3,90,IgG4,10,,,,,72,19,156,57,,500,,,,,,,
4,CHO-hFcgRIIB,IgG3,66,IgG4,33,,,,,112,38,201,71,,449,,,,,,,
4,CHO-hFcgRIIB,IgG3,33,IgG4,66,,,,,94,6,164,121,,539,,,,,,,
4,CHO-hFcgRIIB,IgG3,10,IgG4,90,,,,,48,19,98,152,,200,,,,,,,
4,CHO-hFcgRIIB,IgG3,0,IgG4,100,,,,,20,-10,42,48,,-21,,,,,,,
33,CHO-hFcgRIIB,IgG1,100,IgG2,0,1075,,,985,,,,,1654,,,,,,,,
33,CHO-hFcgRIIB,IgG1,90,IgG2,10,686,,,1259,,,,,2109,,,,,,,,
33,CHO-hFcgRIIB,IgG1,66,IgG2,33,498,,,897,,,,,1469,,,,,,,,
33,CHO-hFcgRIIB,IgG1,33,IgG2,66,182,,,602,,,,,765,,,,,,,,
33,CHO-hFcgRIIB,IgG1,10,IgG2,90,62,,,359,,,,,439,,,,,,,,
33,CHO-hFcgRIIB,IgG1,0,IgG2,100,-203,,,204,,,,,656,,,,,,,,
33,CHO-hFcgRIIB,IgG1,100,IgG3,0,467,,,1009,,,,,1553,,,,,,,,
33,CHO-hFcgRIIB,IgG1,90,IgG3,10,1390,,,1476,,,,,1780,,,,,,,,
33,CHO-hFcgRIIB,IgG1,66,IgG3,33,984,,,1039,,,,,3433,,,,,,,,
33,CHO-hFcgRIIB,IgG1,33,IgG3,66,679,,,552,,,,,2752,,,,,,,,
33,CHO-hFcgRIIB,IgG1,10,IgG3,90,948,,,1413,,,,,2119,,,,,,,,
33,CHO-hFcgRIIB,IgG1,0,IgG3,100,187,,,1564,,,,,2535,,,,,,,,
33,CHO-hFcgRIIB,IgG1,100,IgG4,0,842,,,995,,,,,1238,,,,,,,,
33,CHO-hFcgRIIB,IgG1,90,IgG4,10,987,,,767,,,,,1578,,,,,,,,
33,CHO-hFcgRIIB,IgG1,66,IgG4,33,926,,,568,,,,,677,,,,,,,,
33,CHO-hFcgRIIB,IgG1,33,IgG4,66,466,,,835,,,,,1317,,,,,,,,
33,CHO-hFcgRIIB,IgG1,10,IgG4,90,427,,,110,,,,,2650,,,,,,,,
33,CHO-hFcgRIIB,IgG1,0,IgG4,100,18,,,336,,,,,2224,,,,,,,,
33,CHO-hFcgRIIB,IgG2,100,IgG3,0,,,,,-14,-49,43,-71,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,90,IgG3,10,,,,,579,496,721,884,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,66,IgG3,33,,,,,491,1319,1291,794,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,33,IgG3,66,,,,,796,680,2156,1827,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,10,IgG3,90,,,,,2123,1219,1281,628,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,0,IgG3,100,,,,,2376,,2008,1955,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,100,IgG4,0,,,,,27,101,50,-60,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,90,IgG4,10,,,,,337,-37,197,50,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,66,IgG4,33,,,,,500,61,101,32,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,33,IgG4,66,,,,,364,35,226,207,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,10,IgG4,90,,,,,593,173,276,78,,,,,,,,,
33,CHO-hFcgRIIB,IgG2,0,IgG4,100,,,,,688,109,378,366,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,100,IgG4,0,,,,,965,333,1770,629,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,90,IgG4,10,,,,,857,428,1083,513,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,66,IgG4,33,,,,,912,465,1346,312,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,33,IgG4,66,,,,,644,287,584,106,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,10,IgG4,90,,,,,559,106,412,269,,,,,,,,,
33,CHO-hFcgRIIB,IgG3,0,IgG4,100,,,,,544,0,257,-7,,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,100,IgG2,0,2834,,2638,4317,,,,,1347,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,90,IgG2,10,2230,,2637,4036,,,,,1677,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,66,IgG2,33,2326,,1596,4974,,,,,1695,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,33,IgG2,66,686,,765,3144,,,,,1894,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,10,IgG2,90,742,,791,2030,,,,,1461,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,0,IgG2,100,614,,121,1603,,,,,500,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,100,IgG3,0,2276,,3169,4857,,,,,4494,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,90,IgG3,10,2353,,3076,3904,,,,,2839,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,66,IgG3,33,2431,,3000,4129,,,,,3171,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,33,IgG3,66,1984,,2949,2525,,,,,3006,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,10,IgG3,90,2205,,3161,4292,,,,,3871,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,0,IgG3,100,4223,,3140,6789,,,,,4516,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,100,IgG4,0,2809,,2461,6071,,,,,2748,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,90,IgG4,10,2975,,2275,4719,,,,,2663,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,66,IgG4,33,3093,,1509,3584,,,,,1649,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,33,IgG4,66,902,,838,5063,,,,,1570,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,10,IgG4,90,835,,642,2249,,,,,3867,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG1,0,IgG4,100,2071,,61,2593,,,,,1477,,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,100,IgG3,0,,,,,71,158,78,,,434,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,90,IgG3,10,,,,,391,1013,474,,,4483,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,66,IgG3,33,,,,,1626,1978,1140,,,1039,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,33,IgG3,66,,,,,1093,1269,1469,,,376,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,10,IgG3,90,,,,,1056,2045,1650,,,371,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,0,IgG3,100,,,,,1429,,1683,,,367,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,100,IgG4,0,,,,,258,-14,54,,,356,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,90,IgG4,10,,,,,68,51,98,,,523,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,66,IgG4,33,,,,,127,5,153,,,857,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,33,IgG4,66,,,,,263,48,162,,,1441,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,10,IgG4,90,,,,,213,175,219,,,2296,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG2,0,IgG4,100,,,,,150,122,158,,,2134,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,100,IgG4,0,,,,,1194,1910,1660,,,614,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,90,IgG4,10,,,,,1957,1575,1643,,,704,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,66,IgG4,33,,,,,1482,1156,1521,,,653,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,33,IgG4,66,,,,,1673,861,822,,,5564,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,10,IgG4,90,,,,,713,507,670,,,6248,,,,,,,
4,CHO-hFcgRIIIA-131Val,IgG3,0,IgG4,100,,,,,171,99,217,,,-52,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,100,IgG2,0,3396,,2973,7037,,,,,298,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,90,IgG2,10,2486,,2430,7459,,,,,2601,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,66,IgG2,33,2122,,1651,6039,,,,,2210,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,33,IgG2,66,388,,631,5608,,,,,1219,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,10,IgG2,90,700,,447,7134,,,,,668,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,0,IgG2,100,-9,,-227,2652,,,,,571,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,100,IgG3,0,3100,,2496,10361,,,,,3089,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,90,IgG3,10,2840,,2570,6969,,,,,3864,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,66,IgG3,33,3301,,2770,12055,,,,,3634,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,33,IgG3,66,2795,,2813,6528,,,,,10422,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,10,IgG3,90,4078,,3155,19506,,,,,6436,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,0,IgG3,100,2602,,4348,10919,,,,,3522,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,100,IgG4,0,3638,,2326,11260,,,,,5946,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,90,IgG4,10,3079,,2155,7558,,,,,3014,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,66,IgG4,33,4291,,1404,7634,,,,,2204,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,33,IgG4,66,1652,,668,11049,,,,,3233,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,10,IgG4,90,3347,,439,6283,,,,,2400,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG1,0,IgG4,100,390,,-203,7239,,,,,8739,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,100,IgG3,0,,,,,95,257,270,,,1411,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,90,IgG3,10,,,,,869,2879,743,,,3673,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,66,IgG3,33,,,,,3913,3665,2342,,,650,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,33,IgG3,66,,,,,3684,4058,3606,,,683,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,10,IgG3,90,,,,,5984,2602,3412,,,497,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,0,IgG3,100,,,,,4029,,3648,,,700,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,100,IgG4,0,,,,,247,329,92,,,1499,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,90,IgG4,10,,,,,666,787,270,,,1922,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,66,IgG4,33,,,,,1700,1797,476,,,4663,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,33,IgG4,66,,,,,1551,3793,687,,,2077,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,10,IgG4,90,,,,,3047,1280,772,,,7219,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG2,0,IgG4,100,,,,,1215,549,966,,,8236,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,100,IgG4,0,,,,,3327,2423,2701,,,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,90,IgG4,10,,,,,1751,3106,2842,,,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,66,IgG4,33,,,,,2992,3592,3610,,,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,33,IgG4,66,,,,,3784,3048,1690,,,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,10,IgG4,90,,,,,3140,2085,1142,,,,,,,,,,
33,CHO-hFcgRIIIA-131Val,IgG3,0,IgG4,100,,,,,2566,907,1211,,,,,,,,,,
4,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG2,0,,,,,,,,,,,,,,,3658,2937,2790
4,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG2,10,,,,,,,,,,,,,,,3288,2250,2302
4,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG2,33,,,,,,,,,,,,,,,2649,1965,1841
4,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG2,66,,,,,,,,,,,,,,,1066,761,618
4,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG2,90,,,,,,,,,,,,,,,235,248,201
4,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG2,100,,,,,,,,,,,,,,,-11,52,-7
4,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG3,0,,,,,,,,,,,,,,,3676,2808,1411
4,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG3,10,,,,,,,,,,,,,,,4953,3044,1485
4,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG3,33,,,,,,,,,,,,,,,4427,3991,2096
4,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG3,66,,,,,,,,,,,,,,,6791,4475,1582
4,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG3,90,,,,,,,,,,,,,,,6220,2587,944
4,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG3,100,,,,,,,,,,,,,,,5045,4607,3257
4,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG4,0,,,,,,,,,,,,,,,3768,2796,1960
4,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG4,10,,,,,,,,,,,,,,,3328,3198,2065
4,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG4,33,,,,,,,,,,,,,,,2778,1779,1670
4,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG4,66,,,,,,,,,,,,,,,2089,594,886
4,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG4,90,,,,,,,,,,,,,,,274,233,236
4,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG4,100,,,,,,,,,,,,,,,87,25,33
4,CHO-hFcgRIIIA-158Phe,IgG2,100,IgG3,0,,,,,,,,,,,28,31,-21,,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,90,IgG3,10,,,,,,,,,,,645,900,220,2937,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,66,IgG3,33,,,,,,,,,,,3179,3268,4401,3933,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,33,IgG3,66,,,,,,,,,,,5756,1986,6450,1999,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,10,IgG3,90,,,,,,,,,,,5203,4304,2357,5446,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,0,IgG3,100,,,,,,,,,,,5963,2015,4554,5226,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,100,IgG4,0,,,,,,,,,,,-5,0,-36,4,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,90,IgG4,10,,,,,,,,,,,85,110,3,-8,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,66,IgG4,33,,,,,,,,,,,745,89,-43,-12,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,33,IgG4,66,,,,,,,,,,,4754,165,-72,47,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,10,IgG4,90,,,,,,,,,,,4293,668,-54,35,,,
4,CHO-hFcgRIIIA-158Phe,IgG2,0,IgG4,100,,,,,,,,,,,3153,1554,-7,-31,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,100,IgG4,0,,,,,,,,,,,41,3136,2959,6230,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,90,IgG4,10,,,,,,,,,,,41,4552,3625,4150,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,66,IgG4,33,,,,,,,,,,,634,3074,4647,4505,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,33,IgG4,66,,,,,,,,,,,484,2746,244,1341,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,10,IgG4,90,,,,,,,,,,,4630,783,10,156,,,
4,CHO-hFcgRIIIA-158Phe,IgG3,0,IgG4,100,,,,,,,,,,,2434,1237,-13,35,,,
33,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG2,0,,,,,,,,,,,,,,,7087,6436,6862
33,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG2,10,,,,,,,,,,,,,,,7764,6264,5317
33,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG2,33,,,,,,,,,,,,,,,6654,5168,5461
33,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG2,66,,,,,,,,,,,,,,,4777,3730,2668
33,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG2,90,,,,,,,,,,,,,,,1351,1515,1102
33,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG2,100,,,,,,,,,,,,,,,792,172,423
33,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG3,0,,,,,,,,,,,,,,,8752,5770,1198
33,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG3,10,,,,,,,,,,,,,,,10000,11052,1097
33,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG3,33,,,,,,,,,,,,,,,10813,10407,1578
33,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG3,66,,,,,,,,,,,,,,,14034,11668,4328
33,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG3,90,,,,,,,,,,,,,,,13218,11790,2362
33,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG3,100,,,,,,,,,,,,,,,13918,9938,6992
33,CHO-hFcgRIIIA-158Phe,IgG1,100,IgG4,0,,,,,,,,,,,,,,,6622,6748,5568
33,CHO-hFcgRIIIA-158Phe,IgG1,90,IgG4,10,,,,,,,,,,,,,,,5825,5876,4565
33,CHO-hFcgRIIIA-158Phe,IgG1,66,IgG4,33,,,,,,,,,,,,,,,7556,6119,3687
33,CHO-hFcgRIIIA-158Phe,IgG1,33,IgG4,66,,,,,,,,,,,,,,,6281,4269,4735
33,CHO-hFcgRIIIA-158Phe,IgG1,10,IgG4,90,,,,,,,,,,,,,,,2455,1974,3210
33,CHO-hFcgRIIIA-158Phe,IgG1,0,IgG4,100,,,,,,,,,,,,,,,1363,794,1405
33,CHO-hFcgRIIIA-158Phe,IgG2,100,IgG3,0,,,,,,,,,,,,669,-221,-343,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,90,IgG3,10,,,,,,,,,,,,8949,9766,12396,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,66,IgG3,33,,,,,,,,,,,,6295,9083,13760,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,33,IgG3,66,,,,,,,,,,,,8998,11700,13059,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,10,IgG3,90,,,,,,,,,,,,12460,11606,31229,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,0,IgG3,100,,,,,,,,,,,,12759,17563,22324,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,100,IgG4,0,,,,,,,,,,,,368,-176,30,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,90,IgG4,10,,,,,,,,,,,,893,-185,-28,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,66,IgG4,33,,,,,,,,,,,,211,147,245,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,33,IgG4,66,,,,,,,,,,,,90,-2,348,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,10,IgG4,90,,,,,,,,,,,,327,-39,287,,,
33,CHO-hFcgRIIIA-158Phe,IgG2,0,IgG4,100,,,,,,,,,,,,360,319,-8,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,100,IgG4,0,,,,,,,,,,,,10047,13818,18639,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,90,IgG4,10,,,,,,,,,,,,11675,12386,19808,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,66,IgG4,33,,,,,,,,,,,,11868,14591,18385,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,33,IgG4,66,,,,,,,,,,,,10629,11516,23062,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,10,IgG4,90,,,,,,,,,,,,5582,1657,10030,,,
33,CHO-hFcgRIIIA-158Phe,IgG3,0,IgG4,100,,,,,,,,,,,,483,355,136,,,